전공영역1,전공영역2,구분,학수번호-분반,교과목명,교수,시간,학점,담은 인원,정원,비고
학부대학,공학계열,전공일반,ERC2012-41,인공지능과디지털수학,김현수,금09:00-10:15【26513】금10:30-11:45【26513】,3,71,0,온라인[사전제작]
학부대학,공학계열,전공일반,ERC3014-41,공학과인공지능,손미애,월10:30-11:45【26305】수09:00-10:15【26305】,3,56,0,"오프라인, ABEEK"
학부대학,공학계열,전공핵심,ERC2010-41,공학기초수학1,권영돈,월12:00-13:15【51308】수13:30-14:45【51308】,3,139,0,"오프라인, ABEEK, 20~23학번 학생 수강 대상"
학부대학,공학계열,전공핵심,ERC2010-42,공학기초수학1,백상열,월16:30-17:45【26223】수15:00-16:15【26223】,3,90,0,"오프라인, ABEEK, 20~23학번 학생 수강 대상"
학부대학,공학계열,전공핵심,ERC2010-43,공학기초수학1,최문택,월13:30-14:45【26223】수12:00-13:15【26223】,3,105,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 20~23학번 학생 수강 대상"
학부대학,공학계열,전공핵심,ERC2010-44,공학기초수학1,최문택,월15:00-16:15【26223】수16:30-17:45【26223】,3,107,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 20~23학번 학생 수강 대상"
학부대학,공학계열,전공핵심,ERC2010-45,공학기초수학1,박준현,화09:00-10:15【26310】목10:30-11:45【26310】,3,90,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 20~23학번 학생 수강 대상"
학부대학,공학계열,전공핵심,ERC2010-46,공학기초수학1,박준현,화10:30-11:45【26310】목09:00-10:15【26310】,3,91,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 20~23학번 학생 수강 대상"
학부대학,공학계열,전공핵심,ERC2010-47,공학기초수학1,박준현,화15:00-16:15【26310】목16:30-17:45【26310】,3,97,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 20~23학번 학생 수강 대상"
학부대학,공학계열,전공핵심,ERC2010-48,공학기초수학1,최현기,화12:00-13:15【22312】목13:30-14:45【22312】,3,68,0,"오프라인, ABEEK, 20~23학번 학생 수강 대상"
